PL;140.0;4.46
PL;140.0;4.77
PL;140.0;5.3
PL;140.0;5.3
PL;25.0;7.33
PL;200.0;7.96
PL;200.0;8.19
PL;200.0;8.5
PL;140.0;8.57
PL;200.0;9.03
PL;200.0;12.3
PL;500.0;13.56
PL;500.0;13.79
PL;500.0;14.09
PL;25.0;14.23
PL;500.0;14.63
PL;140.0;15.47
PL;90.0;17.32
PL;200.0;17.32
PL;500.0;17.89
PL;200.0;19.2
PL;200.0;20.12
PL;200.0;23.85
PL;200.0;24.78
PL;500.0;24.8
PL;2000.0;26.65
PL;200.0;27.58
PL;130.0;27.58
PL;1000.0;34.12
PL;200.0;34.81
PL;160.0;34.81
PL;4000.0;35.97
PL;2000.0;36.91
PL;5000.0;37.37
PL;200.0;42.74
PL;2000.0;44.13
PL;5000.0;44.6
PL;200.0;46.23
PL;4000.0;46.23
PL;5000.0;47.63
PL;200.0;52.53
PL;4000.0;53.46
PL;2000.0;55.56
PL;5000.0;58.82
PL;240.0;59.06
PL;4000.0;64.89
PL;2000.0;68.38
PL;5000.0;73.28
PL;4000.0;77.71
PL;5000.0;94.73
PT;25.0;0.88
PT;25.0;1.15
PT;25.0;1.55
PT;100.0;2.6
PT;25.0;2.7
PT;100.0;2.8
PT;100.0;3.55
PT;25.0;5.1
PT;200.0;5.8
PT;100.0;5.9
PT;200.0;6.55
PT;500.0;6.7
PT;500.0;8.1
PT;500.0;8.6
PT;200.0;8.9
PT;500.0;9.35
PT;500.0;11.3
PT;1000.0;11.4
PT;500.0;11.7
PT;1000.0;12.15
PT;1000.0;14.5
PT;2500.0;19.9
PT;2500.0;20.65
PT;2500.0;23.0
PT;5000.0;33.8
PT;5000.0;34.55
PT;5000.0;36.9
RO;25.0;1.19
RO;25.0;1.31
RO;25.0;2.29
RO;25.0;3.97
RO;175.0;4.08
RO;175.0;4.19
RO;175.0;4.97
RO;175.0;6.65
RO;25.0;7.54
RO;175.0;10.23
RO;1000.0;13.3
RO;25.0;14.03
RO;1000.0;16.65
RO;175.0;16.71
RO;1000.0;26.72
RO;25.0;27.11
RO;175.0;29.79
RO;1000.0;43.49
SE;25.0;1.81
SE;25.0;3.53
SE;25.0;6.56
SE;25.0;9.59
SE;25.0;9.59
SE;225.0;9.59
SE;225.0;11.1
SE;1130.0;12.83
SE;225.0;14.13
SE;1130.0;14.35
SE;25.0;15.65
SE;225.0;17.16
SE;225.0;17.16
SE;1130.0;17.38
SE;1130.0;20.41
SE;25.0;22.14
SE;225.0;23.22
SE;1130.0;26.47
SE;225.0;29.71
SE;1130.0;32.96
SE;500.0;34.33
SE;500.0;38.65
SE;500.0;51.64
SE;500.0;73.28
SE;5000.0;98.38
SE;500.0;112.23
SI;25.0;1.64
SI;25.0;2.24
SI;25.0;3.72
